User_ID,Book_ID,Book_Title,Recommendation_Score
720,0553493582,I Need You,0.0
720,0525467769,"An Eva Ibbotson Collection: Which Witch?, The Secret of Platform 13, Island of the Aunts",0.0
725,0771079567,Cinnamon Gardens,10.0
725,0962368326,Hooked but Not Helpless: Ending Your Love Hate Relationship With Nicotine,10.0
725,0679603352,The Cider House Rules: A Novel (Modern Library),9.0
725,0486250237,Towards a New Architecture,9.0
725,0452282152,Girl with a Pearl Earring,8.0
726,0446605484,Roses Are Red (Alex Cross Novels),8.828427125
726,0446610038,1st to Die: A Novel,7.860762641
726,0440241073,The Summons,0.0
726,0446611212,Violets Are Blue,0.0
726,0460873423,Tales of Mystery and Imagination (Everyman's Library (Paper)),0.0
727,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,10.0
727,0316777730,Naked,10.0
727,1884822282,"Cleveland Amory's Compleat Cat: The Cat Who Came for Christmas : The Cat and the Curmudgeon, the Best Cat Ever",10.0
727,0060930535,The Poisonwood Bible: A Novel,10.0
727,0375706771,Midwives: A Novel,10.0
732,1931561648,The Time Traveler's Wife (Today Show Book Club #15),8.5
732,0142001740,The Secret Life of Bees,8.0
732,0060934913,Kitchen Confidential: Adventures in the Culinary Underbelly,0.0
732,0767904249,"If Love Is a Game, These Are the Rules: Ten Rules for Finding Love and Creating Long-Lasting, Authentic Relationships",0.0
734,0446605239,The Notebook,9.111111111
734,0553096834,Couplehood,9.0
734,0345394062,Meditations for People Who Worry,0.0
734,0971880107,Wild Animus,0.0
735,0689710682,Mrs. Frisby and the Rats of Nimh,10.0
735,0671776134,Plain Truth,10.0
735,0553091905,Dancing Through Life in a Pair of Broken Heels: Extremely Short Stories for the Totally Stressed,10.0
735,0671014196,The Summerhouse,10.0
735,0449202631,Danger,10.0
736,0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",8.2
736,0312420064,The Love-Artist : A Novel (Bestselling Backlist),0.0
736,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,0.0
736,0345339711,"The Two Towers (The Lord of the Rings, Part 2)",0.0
736,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",0.0
737,0590660543,Northern Lights (His Dark Materials S.),10.0
737,0425129586,And Then There Were None,8.978751861
737,0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",6.0
737,1576736466,Stories for a Teen's Heart (Stories For the Heart),1.0
737,0006546684,Postcards,0.0
738,0671510053,SHIPPING NEWS,8.5
738,0684829746,CRUDDY : An Illustrated Novel,7.0
738,0553573616,My Point...And I Do Have One,5.0
738,1566193230,A Tale of Two Cities,0.0
739,0385730586,Sisterhood of the Traveling Pants,8.5
739,0446314854,A Patch of Blue,8.0
739,0060096195,The Boy Next Door,7.75
739,0752837613,The Lost Boy,7.0
739,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",0.0
740,0671028375,Fatal Voyage,7.223072425
740,0786889616,Parallel Lies,7.0
740,0671528904,Mindhunter : Inside the FBI's Elite Serial Crime Unit,5.0
740,0971880107,Wild Animus,5.0
740,0316277215,Winter Games: A Mystery,0.0
742,0446612545,The Beach House,8.6
742,051512219X,Small Town Girl,0.0
743,0971880107,Wild Animus,0.0
744,0446400009,The Heretic's Apprentice: The Sixteenth Chronicle of Brother Cadfael,10.0
744,0449003795,P Is for Peril,10.0
744,0425163415,The President's Daughter,9.0
744,0671001809,The SEA HUNTERS,9.0
744,0451208811,Blood Orchid,9.0
749,0345350499,The Mists of Avalon,10.0
749,0671877445,"Cetaganda (Bujold, Lois Mcmaster. Vorkosigan Adventure.)",9.0
749,1890208442,Daddy's Gone A-Hunting (Wesley Farrell Novels),9.0
749,157566254X,"Skin Deep, Blood Red",9.0
749,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),8.574712644
750,0553575090,Deception on His Mind,8.66210793
750,0446606812,Message in a Bottle,7.571428571
750,0553280856,Chancy,7.0
750,0553578316,Sticks & Scones,7.0
750,0446605573,Seeing a Large Cat (Amelia Peabody Mysteries (Paperback)),6.0
753,0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,9.0
753,0060937319,A People's History of the United States: 1492 to Present,8.0
753,0767902890,The Things They Carried,7.314324706
753,0393319296,Invisible Monsters,0.0
755,0140262385,All Points North Yorkshire,10.0
762,0316666343,The Lovely Bones: A Novel,9.54042651
762,0446679593,Suzanne's Diary for Nicholas,9.0
762,0684814994,Christmas Box (Christmas Box Trilogy),9.0
762,0060987561,I Know This Much Is True,8.75
762,0440226430,Summer Sisters,8.0
766,0060955775,Veronika Decides to Die,10.0
766,0425173895,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback)),10.0
766,0679879250,"The Subtle Knife (His Dark Materials, Book 2)",10.0
766,0525934189,Atlas Shrugged,10.0
766,0520217551,The Teachings of Don Juan: A Yaqui Way of Knowledge,10.0
768,0060959037,Prodigal Summer: A Novel,8.2
768,0886774012,"Magic's Promise (The Last Herald-Mage Series, Book 2)",0.0
769,0385073534,"The Foxfire Book : Hog Dressing, Log Cabin Building, Mountain Crafts and Foods, Planting by theSigns, Snake Lore, Hunting Tales, Faith Healing, Moonshining",10.0
769,0439064872,Harry Potter and the Chamber of Secrets (Book 2),10.0
769,0767900553,Book of Shadows: A Modern Woman's Journey into the Wisdom of Witchcraft and the Magic of the Goddess,10.0
769,0571166997,Small-Scale Poultry-Keeping : A Guide To Free-Range Poultry Production,10.0
769,0871968509,Atlas of the North American Indian,10.0
771,0930031113,Permanent New Yorkers: A Biographical Guide to the Cemeteries of New York,10.0
771,0140257349,"Haunted Places: The National Directory : Ghostly Abodes, Sacred Sites, Ufo Landings, and Other Supernatural Locations",10.0
771,0922820074,Annie Chambers: A Novel,10.0
771,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
771,0553296981,Anne Frank: The Diary of a Young Girl,10.0
772,0446606812,Message in a Bottle,8.3
772,038079487X,What Looks Like Crazy On An Ordinary Day,0.0
774,0440223202,Evening Class,7.871750887
774,0425160807,The Bishop at Sea (Blackie Ryan Novels),6.0
774,0061093335,"Nora, Nora: A Novel",5.0
774,0440235596,Tara Road,5.0
774,0821750283,What the Heart Knows: A Love Story,5.0
776,8497430735,La Larga Noche Colombiana,8.0
776,8472237966,Historia De Una Gaviota Y Del Gato (Andanzas),8.0
780,0679731148,A Year in Provence,8.111111111
780,0142000205,Icy Sparks,0.0
780,0679405321,Cambridge,0.0
781,2253063339,Les Fourmis,10.0
781,2266122320,L'enfant ocÃ?Â©an,10.0
781,2070327884,Lettres Ã?Â  un jeune poÃ?Â¨te,10.0
781,2211048889,LÃ?Â©on,10.0
781,2226127062,Le Journal de Bridget Jones,10.0
783,0679751319,Dead Man Walking: An Eyewitness Account of the Death Penalty in the United States,10.0
783,0440123291,Elephants Can Remember,10.0
783,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",10.0
783,0345339711,"The Two Towers (The Lord of the Rings, Part 2)",10.0
783,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10.0
787,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),8.736335206
787,0425182215,Certifiably Insane,8.0
787,0451410017,Pressure Points,8.0
787,074341022X,Dark Hollow,8.0
787,0380812967,The Indiscretion,6.0
788,0440241073,The Summons,6.9
788,0061031070,Moving Target,0.0
788,0451166892,The Pillars of the Earth,0.0
788,0451205421,The Door to December,0.0
788,0452283205,Falling Angels,0.0
795,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),8.0
795,0446607657,When the Wind Blows,7.690654088
795,0971880107,Wild Animus,5.0
795,0812519523,Manhattan Transfer,4.0
795,034537536X,Show of Evil,0.0
796,0312287445,Waiting for My Cats to Die : A Memoir,9.0
796,0679735909,Possession : A Romance,7.612994975
796,1573229326,How to Be Good,7.0
796,0375725784,A Heartbreaking Work of Staggering Genius,3.0
796,0060977493,The God of Small Things,0.0
799,0316154601,Lost Light,10.0
799,0786867647,Lucky Man: A Memoir,8.217556947
799,0061031992,A Theory of Relativity,8.0
799,0684803852,Brat Farrar,8.0
799,1887166475,I Killed June Cleaver: Modern Moms Shatter the Myth of  Perfect Parenting,8.0
800,0440214041,The Pelican Brief,10.0
800,0316693294,Cat and Mouse,10.0
800,042516828X,Sudden Mischief,9.0
800,0671024248,Hearts In Atlantis,9.0
800,0553581023,Follow the Stars Home,8.0
804,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,7.2
804,0380731851,Mystic River,0.0
806,0446356573,A Stranger in the Mirror,10.0
806,0553572326,Survival of the Fittest: An Alex Delaware Novel,10.0
806,0721655149,"Food, nutrition, and diet therapy: A textbook of nutritional care",10.0
809,0743431367,Uplift : Secrets from the Sisterhood of Breast Cancer Survivors,10.0
809,0451207963,The Deepest Edge,10.0
809,0689856644,Sanctuary  (Angel),10.0
809,0821740121,Golden Threads (Lucky in Love No. 14),10.0
809,0373700474,Dark Side of Love (Superromance),10.0
813,0380731851,Mystic River,7.625
813,0345457374,The Bonesetter's Daughter (Ballantine Reader's Circle),6.5
813,0345439244,Remembering Blue (Ballantine Reader's Circle),0.0
813,0425121631,Rules of Prey,0.0
818,1857978137,On Foot Through Africa,8.0
818,0435907581,Time of the Butcherbird,8.0
820,0808520903,"The Two Towers (The Lord of the Rings, Part 2)",10.0
820,0425191583,Imitation in Death (Eve Dallas Mysteries (Paperback)),10.0
820,0373835922,Lawless,10.0
820,0515116750,Born in Ice,10.0
820,0515126772,Jewels of the Sun (Irish Trilogy),10.0
825,0316284955,White Oleander : A Novel (Oprah's Book Club),9.0
825,0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,8.0
825,0684870762,My Father's Daughter : A Memoir,0.0
827,0312995423,Digital Fortress : A Thriller,7.2
827,0380727293,Dr. Atkins' New Diet Revolution,0.0
827,067003293X,Miss Julia Meets Her Match,0.0
827,0671027387,Deception Point,0.0
827,0740729314,Dilbert Collection For Books Are Fun,0.0
829,0452268516,Mondo Canine,10.0
829,0446611239,The Cabinet of Curiosities,10.0
829,0449219410,Skin Tight,9.0
829,0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",9.0
829,0425177173,Atlantis Found,9.0
832,0440211263,Circle of Friends,10.0
832,0486270556,Six Great Sherlock Holmes Stories (Dover Thrift Editions),10.0
832,0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",10.0
832,0020442300,The Magician's Nephew,10.0
836,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10.0
836,0312979983,Night Pleasures (Dark-Hunters),10.0
836,0842365826,And the Shofar Blew (Moving Fiction),10.0
836,0842374183,"Let's Roll: Ordinary People, Extraordinary Courage",10.0
836,0757300421,Chicken Soup for the Romantic Soul : Inspirational Stories About Love and Romance (Chicken Soup for the Soul (Paperback Health Communications)),10.0
838,0671014196,The Summerhouse,8.2
838,0553578693,The Next Accident,0.0
838,0671027360,Angels & Demons,0.0
840,155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),8.625
840,1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",7.0
840,1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),5.0
840,0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),0.0
840,0140280553,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",0.0
841,0425189031,Portrait in Death,10.0
841,0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),8.950928217
841,0345435168,Open House (Oprah's Book Club (Paperback)),8.0
841,0553585681,Always a Thief,8.0
843,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,10.0
843,0399146431,The Bonesetter's Daughter,8.0
843,0767902890,The Things They Carried,8.0
843,0142000205,Icy Sparks,6.6
843,0393319296,Invisible Monsters,0.0
844,0060930535,The Poisonwood Bible: A Novel,0.0
844,0446387878,A Yellow Raft in Blue Water,0.0
845,0030491266,Poetry of Robert Frost,10.0
845,1931333246,Chorus,10.0
845,0451526554,Jane Eyre (Signet Classics (Paperback)),10.0
845,0316769487,The Catcher in the Rye,10.0
845,0553211757,Crime and Punishment (Crime & Punishment),10.0
846,0689710682,Mrs. Frisby and the Rats of Nimh,10.0
846,0888995199,Parvana's Journey,10.0
846,156402976X,Catkin,10.0
846,0440952522,MANY WATERS,10.0
846,0395859972,The Blue Flower,10.0
847,1885071213,"Highpoint Adventures, A Pocket Guide to the 50 State Highpoints",9.0
847,0425124347,The Bad Place,8.0
847,0553282816,The Blooding,8.0
847,1893956237,After Dachau: A Novel,8.0
847,1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),7.029125914
849,042516098X,Hornet's Nest,7.0
849,0553579606,Ashes to Ashes,7.0
849,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),6.25
849,0140274774,Without Consent,0.0
849,037326223X,Deadly Admirer,0.0
853,0452264464,Beloved (Plume Contemporary Fiction),7.370163116
853,0060175818,The First Eagle,7.0
853,0060972777,This Boy's Life: A Memoir,7.0
853,0969822502,"Megaliving! : 30 Days to a Perfect Life: The Ultimate Action Plan for Total Mastery of Your Mind, Body & Character",7.0
853,0743420373,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,6.0
857,0345402871,Airframe,6.8
857,0345353749,A Town Like Alice,0.0
857,0971880107,Wild Animus,0.0
858,0446525502,The Rescue,10.0
858,067100042X,Silent Night : A Christmas Suspense Story,10.0
858,0842388036,Willmington's Book of Bible Lists,10.0
858,0373218192,Engaging The Enemy,10.0
858,0786242086,The Eternal Trust (Five Star First Edition Romance Series),10.0
859,0375701907,Straight Man : A Novel (Vintage Contemporaries),10.0
859,0385722206,Balzac and the Little Chinese Seamstress : A Novel,10.0
859,0345417623,Timeline,10.0
859,0679455884,Home Town,9.0
859,0679436448,CORELLI'S MANDOLIN : A Novel,9.0
863,0446310786,To Kill a Mockingbird,8.8
863,0684801523,The Great Gatsby,0.0
864,0060168013,Pigs in Heaven,8.786498481
864,0140361227,The House at Pooh Corner,8.0
864,0425155439,The Rapture of Canaan,6.0
864,034540288X,The Lost World,6.0
867,078686298X,The Big Picture,10.0
867,0449215296,Family: The Ties That Bind and Gag,10.0
867,0671867156,Pretend You Don't See Her,10.0
867,0140430725,"Pride and Prejudice (The Penguin English Library, El 72)",10.0
868,0440236843,Texas Woman,10.0
868,0312977026,K-Pax,10.0
868,0446531421,Still Life With Crows,9.0
868,0312982089,On a Beam of Light,8.0
868,0515090506,The Cat Who Played Brahms,8.0
869,0783820038,Mercy (G K Hall Large Print Book Series (Cloth)),10.0
869,0440225701,The Street Lawyer,9.0
869,0061091995,Sacrament,9.0
869,0451404211,The Woman Who Married a Bear,9.0
869,0156027321,Life of Pi,9.0
870,0440225701,The Street Lawyer,8.1
870,0451188071,The Expert,0.0
870,0553574574,Beach Music,0.0
871,0020223722,HOW GREEN WAS MY VALLEY,10.0
871,0380017199,Rehearsal's Off!,10.0
871,0809117541,Hope for the Flowers,10.0
871,0312112629,Depeche Mode: Some Great Reward,10.0
871,0312950586,Every Living Thing,10.0
872,0671623249,LONESOME DOVE,8.708070226
872,0440167531,Palomino,8.0
872,0440193613,Wanderlust,8.0
872,0671617028,The Color Purple,8.0
872,0440200563,Fine Things,8.0
876,0140700854,Tirra Lirra by the River,10.0
876,0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",10.0
876,0140081674,A Fortunate Life,10.0
876,0563551437,The Nation's Favourite Twentieth Century Poems,10.0
876,0613160525,Battle for Castle Cockatrice,10.0
879,0375707972,The Reader,10.0
879,0945990049,Car-Free in Boston: The Guide to Public Transit in Greater Boston & New England (9th ed),10.0
879,1883523095,Roberts' Rules of Lesbian Living,9.0
879,0449200906,Way of the Bull,8.0
881,0440508428,A Taste of Murder: Diabolically Delicious Recipes from Contemporary Mystery Writers,10.0
881,0394717724,Maltese Falcon,10.0
881,0439139597,Harry Potter and the Goblet of Fire (Book 4),10.0
881,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),10.0
881,0451180763,The Burglar Who Painted Like Mondrian: A Bernie Rhodenbarr Mystery,10.0
883,0062509594,Essential Rumi,10.0
883,0440204399,Catch 22,10.0
883,0393313239,A Muriel Rukeyser Reader,10.0
883,0393312461,"What is Found There: Notebooks on Poetry and Politics, Expanded Edition",10.0
883,0393310752,The Fact of a Doorframe: Poems Selected and New 1950-1984,10.0
890,0316769487,The Catcher in the Rye,8.1
890,0385721420,Three Junes,0.0
890,0446612790,2nd Chance,0.0
890,0764508326,Pocket PC Starterpak for Dummies,0.0
890,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),0.0
891,8445071394,El Silmarillion,10.0
891,0156007754,Blindness (Harvest Book),10.0
891,8440679858,"Mascara del Zorro, La",10.0
891,042515999X,The Solitaire Mystery,10.0
893,0671867156,Pretend You Don't See Her,9.026249427
893,0440226430,Summer Sisters,9.0
893,044021145X,The Firm,8.0
893,1575663554,Murder on 34th Street,8.0
893,0871138190,Four Blondes,6.0
894,006092943X,Anam Cara : A Book of Celtic Wisdom,10.0
894,0801857333,The Four Wise Men,10.0
894,0345465083,Seabiscuit,10.0
894,0671723650,How To Win Friends And Influence People,10.0
894,0446677450,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",9.157260533
900,0671027360,Angels & Demons,8.7
901,0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,7.7
901,0060161582,The Lost Continent: Travels in Small Town America,0.0
901,0385722613,Highwire Moon: A Novel,0.0
902,015600710X,Strange Fits of Passion: A Novel,10.0
902,0312966970,Four To Score (A Stephanie Plum Novel),10.0
902,0312990456,One for the Money (A Stephanie Plum Novel),10.0
902,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),10.0
902,0316713732,The Last Time They Met: A Novel,10.0
913,0060976845,Little Altars Everywhere: A Novel,8.0
913,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),0.0
913,0312267568,The Language of Threads: A Novel,0.0
913,0316734837,Fortune's Rocks : A Novel,0.0
913,0515132136,The Jury,0.0
914,0345388712,Deals With the Devil: And Other Reasons to Riot,10.0
914,0380792737,Island of the Sequined L,10.0
914,055327449X,The Illustrated Man (Grand Master Editions),10.0
914,0932620353,Into the mouths of babes: A natural foods cookbook for infants & toddlers,10.0
914,0553278223,The Martian Chronicles,10.0
916,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,10.0
916,0452281423,The Claiming of Sleeping Beauty (Sleeping Beauty),10.0
916,0439139597,Harry Potter and the Goblet of Fire (Book 4),10.0
916,1570820538,Walt Disney's Winnie the Pooh (Disney Classics),10.0
916,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
919,0760700435,Sense and sensibility,10.0
919,0804115761,Thousand Acres,10.0
919,0451191021,Black Alley,9.0
919,0553248138,Three for the Chair (The Rex Stout Library : a Nero Wolfe Mystery),9.0
919,141842269X,After Anaos: A Second-Hand Memoir,9.0
930,0060927488,"A Return to Love: Reflections on the Principles of \""A Course in Miracles\""",10.0
930,0743216458,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",10.0
930,0807002178,Belfast Diary: War As a Way of Life,10.0
930,1573227749,The Tesseract,9.0
931,0345305183,On a Pale Horse,9.0
931,0345272609,The Return of the King,9.0
931,034540288X,The Lost World,9.0
931,0312288786,The Year's Best Science Fiction: Nineteenth Annual Collection (Year's Best Science Fiction),9.0
931,0345370775,Jurassic Park,9.0
932,0385337639,Crow Lake (Today Show Book Club #7),8.072607528
932,0060730552,Touching the Void: The True Story of One Man's Miraculous Survival,8.0
932,0553240463,Death of a Harvard Freshman,8.0
932,0590473328,Beyond the Burning Time (Point Signature),8.0
932,0553278215,Pearl,8.0
933,0451616200,Democracy in America,10.0
933,1558533109,The Little Book Of Christmas Joys : 432 Things to Do for Yourself and Others that Just Might Make this the Best Christmas Ever,10.0
933,1551662655,First Impression (Jackie Kaminsky Mysteries),10.0
933,038072197X,Grace Notes  Co,10.0
934,1853267481,Best of Sherlock Holmes,10.0
934,0874779375,The Right to Write: An Invitation and Initiation into the Writing Life,10.0
934,0486284735,Pride and Prejudice (Dover Thrift Editions),9.904833175
939,0553278223,The Martian Chronicles,9.706202148
939,3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,8.666666667
939,3498020862,Die Korrekturen.,8.0
939,3492045642,QuerschÃ?Â¼sse - Downsize This!,7.5
939,3257203659,Der illustrierte Mann. ErzÃ?Â¤hlungen.,7.0
940,0060915544,The Bean Trees,8.0
940,0375400117,Memoirs of a Geisha,7.5
940,0425117383,At Risk,0.0
940,0449127141,Sunrise,0.0
941,0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,9.5
941,0151008116,Life of Pi,8.0
941,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",0.0
945,0972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,10.0
945,0439139600,Harry Potter and the Goblet of Fire (Book 4),10.0
945,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
945,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),9.805911491
945,0439064872,Harry Potter and the Chamber of Secrets (Book 2),9.71145833
946,0440235502,October Sky: A Memoir,8.4
946,044023722X,A Painted House,8.4
946,0060506989,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,0.0
946,0060959037,Prodigal Summer: A Novel,0.0
946,0553135457,Sophies Choice,0.0
947,0156004801,All the King's Men (Harvest Book),10.0
947,1852242442,The New Poetry,10.0
947,0965455572,Fortunes Rocks,10.0
947,082031661X,Tobacco Road,10.0
947,0571192718,The Invention of Love,10.0
949,0312110243,Masterpieces of Fantasy and Wonder,10.0
949,0525945121,Chang and Eng,10.0
949,1564767442,"You Gotta Keep Dancin': In the Midst of Life's Hurts, You Can Choose Joy!",10.0
949,0140241396,Wediquette: The Answers to All Your Wedding Etiquette Questions,10.0
949,067172262X,Hamlet,10.0
952,0316769487,The Catcher in the Rye,7.9
955,0671524313,The Girlfriends' Guide to Pregnancy,10.0
955,0679432477,Empire Falls,10.0
955,0812541642,Waiting,9.024177694
955,0060194596,Don't Know Much About the Universe: Everything You Need to Know About the Cosmos but Never Learned,9.0
965,0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),6.4
965,0060187840,True Love: Stories,0.0
965,0446525537,A Walk to Remember,0.0
966,0140620109,Emma (Penguin Popular Classics),10.0
966,0140620427,Sense and Sensibility (Penguin Popular Classics),10.0
966,0140620222,Pride and Prejudice (Penguin Popular Classics),10.0
966,0140620664,Mansfield Park (Penguin Popular Classics),10.0
969,0743417593,Devil's Knot : The True Story of the West Memphis Three,10.0
969,0618002219,The Hobbit: or There and Back Again,10.0
969,0671727907,MINOR CHARACTERS,10.0
969,0740738178,"Got War? : A Doonesbury Book (Trudeau, G. B., Doonesbury Book.)",10.0
978,0449005615,Seabiscuit: An American Legend,8.3
978,0316666343,The Lovely Bones: A Novel,0.0
978,0618131574,Wild Life,0.0
978,0804108412,Damage,0.0
983,1929175051,Getting to Nantucket: An Artist's Journey,10.0
983,0399140832,Charles Kuralt's America: Charles Kuralt,8.0
983,0743203631,Gap Creek: The Story Of A Marriage,8.0
983,0890093911,The Original Illustrated: Arthur Conan Doyle,8.0
983,342311892X,"Selim Oder Die Gabe Der Rede (Fiction, Poetry and Drama)",8.0
985,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10.0
985,0140238018,Vampire: The Complete Guide to the World of the Undead,10.0
985,081603849X,The Encyclopedia of Witches and Witchcraft,10.0
985,0062508113,The World's Religions: Our Great Wisdom Traditions,10.0
985,159233041X,"15-Minute Low-Carb Recipes: Instant Recipes for Dinners, Desserts, and More",10.0
986,0553280589,Eva Luna,10.0
986,0449002632,London : The Novel,9.0
986,1878424319,The Four Agreements: A Practical Guide to Personal Freedom,9.0
986,0452279690,Cavedweller,8.0
986,0553569058,The Robber Bride,7.541638289
991,0590437976,Little Women,10.0
991,0375406182,Plainsong,10.0
991,0553150510,The Wonderful Story of Henry Sugar and Six More,10.0
991,0743205669,Losing My Mind : An Intimate Look at Life with Alzheimer's,10.0
991,1561483516,That Dorky Homemade Look: Quilting Lessons from a Parallel Universe,10.0
992,0553258524,Dragonsong (Harper Hall Trilogy),8.0
992,0553210092,The Scarlet Letter,7.506812536
992,0452265819,"Because It Is Bitter, and Because It Is My Heart",6.0
992,031242082X,Balsamic Dreams : A Short But Self-Important History of the Baby Boomer Generation,5.0
992,0060921684,Dust Tracks on a Road : An Autobiography,0.0
994,0805063897,Nickel and Dimed: On (Not) Getting By in America,8.6
994,0142001325,Our Lady of the Lost and Found: A Novel,0.0
994,0312305060,The Hours: A Novel,0.0
994,0446527793,The Guardian,0.0
994,0963414747,Getting Sentimental Over You,0.0
996,0446604666,Sick Puppy,10.0
996,0140620338,Picture of Dorian Gray,10.0
996,0679403612,Saint Maybe,10.0
996,0671682873,FLOWERS IN THE ATTIC (Dollanger Saga (Paperback)),10.0
996,0671039725,Carrie,10.0
998,0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),7.2
998,0060512601,Ten Stupid Things Couples Do to Mess Up Their Relationships,0.0
998,0671007610,Olivia (Logan),0.0
998,0821752200,Beyond All Reason: My Life With Susan Smith,0.0
998,0743457358,Everything's Eventual : 14 Dark Tales,0.0
1002,0380807319,Walking the Bible: A Journey by Land Through the Five Books of Moses,9.0
1002,0743424425,The Shining,8.722429211
1002,0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,7.075812546
1002,078688200X,Sacred Hoops : Spiritual Lessons of a Hardwood Warrior,6.0
1002,0316168688,The Dogs of Babel (Today Show Book Club #12),5.0
1003,0451204115,L.A. Dead: A Stone Barrington Novel (Stone Barrington Novels (Paperback)),10.0
1003,0515132020,Heaven and Earth (Three Sisters Island Trilogy),10.0
1003,0515131229,Dance upon the Air (Three Sisters Island Trilogy),10.0
1003,0440224845,Bittersweet,10.0
1003,0446608149,More Than Memory,9.0
1004,0385324022,Marriage Shock: The Transformation of Women into Wives,10.0
1004,0743205243,A Vineyard Killing : A Martha's Vineyard Mystery,10.0
1004,0761121323,"What to Expect When You're Expecting, Third Edition",10.0
1004,0899667384,Twice Told Tales,10.0
1004,0553801929,Dark Horse,10.0
1005,0486281965,The Country of the Pointed Firs (Dover Thrift Editions),7.0
1005,0060932759,Daughter of Fortune,6.625
1005,0375707972,The Reader,0.0
1007,0312278586,The Nanny Diaries: A Novel,7.9
1013,0515134384,The Cat Who Went Up the Creek,10.0
1013,0375706429,Otherwise Engaged,10.0
1013,068816112X,Replay,10.0
1013,0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),9.0
1013,0446530239,If Looks Could Kill,9.0
1016,0451202341,Back Roads,8.0
1016,0060976845,Little Altars Everywhere: A Novel,7.625
1016,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),0.0
1016,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),0.0
1016,0316734837,Fortune's Rocks : A Novel,0.0
1017,0385490992,The Street Lawyer,9.666666667
1017,0345441133,Summer Island,7.333333333
1017,0486272664,The Rime of the Ancient Mariner and Other Poems,5.0
1017,044023722X,A Painted House,0.0
1019,0061011983,Clinical Trials,10.0
1019,034537536X,Show of Evil,10.0
1019,0525946829,Quentins,10.0
1019,0060187476,Mistaken Identity,9.0
1019,0060168013,Pigs in Heaven,8.0
